Element,Item,Year,Production Unit,Production Value,Area Harvested Unit,Area Harvested Value,Year,Import Value Unit,Import Value,Import Quantity Unit,Import Quantity Value,Export Quantity Unit,Export Quantity Value,Export Value Unit ,Export value,Population,Temperature Unit,Temperature,Rainfall
Production,"Eggs, hen, in shell",1997,tonnes,10752000,ha,121157.5124,1997,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58316954,°C,9.41,
Production,"Eggs, hen, in shell",1998,tonnes,11570700,ha,121157.5124,1998,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58487141,°C,9.16,
Production,"Eggs, hen, in shell",1999,tonnes,10102000,ha,121157.5124,1999,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58682466,°C,9.37,
Production,"Eggs, hen, in shell",2000,tonnes,9804000,ha,121157.5124,2000,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58892514,°C,9.1,
Production,"Eggs, hen, in shell",2001,tonnes,10332000,ha,121157.5124,2001,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59119673,°C,8.8,
Production,"Eggs, hen, in shell",2002,tonnes,10272000,ha,121157.5124,2002,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59370479,°C,9.44,
Production,"Eggs, hen, in shell",2003,tonnes,10116000,ha,121157.5124,2003,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59647577,°C,9.47,
Production,"Eggs, hen, in shell",2004,tonnes,10704000,ha,121157.5124,2004,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59987905,°C,9.44,
Production,"Eggs, hen, in shell",2005,tonnes,10608000,ha,121157.5124,2005,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,60401206,°C,9.42,
Production,"Eggs, hen, in shell",2006,tonnes,10224000,ha,121157.5124,2006,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,60846820,°C,9.7,
Production,"Eggs, hen, in shell",2007,tonnes,9972000,ha,121157.5124,2007,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,61322463,°C,9.56,
Production,"Eggs, hen, in shell",2008,tonnes,10404000,ha,121157.5124,2008,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,61806995,°C,9.02,
Production,"Eggs, hen, in shell",2009,tonnes,10319000,ha,121157.5124,2009,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,62276270,°C,9.14,
Production,"Eggs, hen, in shell",2010,tonnes,11274000,ha,121157.5124,2010,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,62766365,°C,7.94,
Production,"Eggs, hen, in shell",2011,tonnes,11200680,ha,121157.5124,2011,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,63258810,°C,9.61,
Production,"Eggs, hen, in shell",2012,tonnes,10806200,ha,121157.5124,2012,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,63700215,°C,8.74,
Production,"Eggs, hen, in shell",2013,tonnes,11517000,ha,121157.5124,2013,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,64128273,°C,8.74,
Production,"Eggs, hen, in shell",2014,tonnes,11653000,ha,121157.5124,2014,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,64602298,°C,9.88,
Production,"Eggs, hen, in shell",2015,tonnes,11966000,ha,121157.5124,2015,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,65116219,°C,9.18,
Production,"Eggs, hen, in shell",2016,tonnes,12370000,ha,121157.5124,2016,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,65611593,°C,9.29,
Production,"Eggs, hen, in shell",2017,tonnes,12886000,ha,121157.5124,2017,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,66058859,°C,9.53,
Production,"Eggs, hen, in shell",2018,tonnes,13303000,ha,121157.5124,2018,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,66460344,°C,9.45,
Production,"Eggs, hen, in shell",2019,tonnes,13541000,ha,121157.5124,2019,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,66836327,°C,9.39,
Production,"Eggs, hen, in shell",2020,tonnes,13251000,ha,121157.5124,2020,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,67215293,°C,9.62,
Production,"Eggs, other bird, in shell",1970,tonnes,3000,ha,121157.5124,1970,1000 US$,130696.0138,tonnes,128543.908,tonnes,4383,1000 US$,46044.75774,55663250,°C,8.31,
Production,"Eggs, other bird, in shell",1971,tonnes,3000,ha,121157.5124,1971,1000 US$,130696.0138,tonnes,128543.908,tonnes,4602,1000 US$,46044.75774,55896223,°C,8.73,
Production,"Eggs, other bird, in shell",1972,tonnes,3000,ha,121157.5124,1972,1000 US$,130696.0138,tonnes,128543.908,tonnes,4902,1000 US$,46044.75774,56086065,°C,8.1,
Production,"Eggs, other bird, in shell",1973,tonnes,3000,ha,121157.5124,1973,1000 US$,25,tonnes,28,tonnes,5603,1000 US$,1785,56194527,°C,8.43,
Production,"Eggs, other bird, in shell",1974,tonnes,3000,ha,121157.5124,1974,1000 US$,23,tonnes,10,tonnes,13084,1000 US$,1941,56229974,°C,8.38,
Production,"Eggs, other bird, in shell",1975,tonnes,3136,ha,121157.5124,1975,1000 US$,51,tonnes,40,tonnes,14699,1000 US$,46044.75774,56225800,°C,8.77,
Production,"Eggs, other bird, in shell",1976,tonnes,3471,ha,121157.5124,1976,1000 US$,79,tonnes,42,tonnes,13064,1000 US$,4016,56211968,°C,8.74,
Production,"Eggs, other bird, in shell",1977,tonnes,3370,ha,121157.5124,1977,1000 US$,110,tonnes,57,tonnes,62965.22937,1000 US$,5138,56193492,°C,8.27,
Production,"Eggs, other bird, in shell",1978,tonnes,3658,ha,121157.5124,1978,1000 US$,369,tonnes,155,tonnes,62965.22937,1000 US$,8894,56196504,°C,8.23,
Production,"Eggs, other bird, in shell",1979,tonnes,3705,ha,121157.5124,1979,1000 US$,130696.0138,tonnes,128543.908,tonnes,62965.22937,1000 US$,9712,56246951,°C,7.59,
Production,"Eggs, other bird, in shell",1980,tonnes,3635,ha,121157.5124,1980,1000 US$,130696.0138,tonnes,128543.908,tonnes,2327,1000 US$,8695,56314216,°C,8.26,
Production,"Eggs, other bird, in shell",1981,tonnes,3697,ha,121157.5124,1981,1000 US$,130696.0138,tonnes,128543.908,tonnes,2524,1000 US$,6769,56333829,°C,8.1,
Production,"Eggs, other bird, in shell",1982,tonnes,4048,ha,121157.5124,1982,1000 US$,271,tonnes,9,tonnes,62965.22937,1000 US$,7473,56313641,°C,8.66,
Production,"Eggs, other bird, in shell",1983,tonnes,4098,ha,121157.5124,1983,1000 US$,128,tonnes,9,tonnes,742,1000 US$,7526,56332848,°C,8.83,
Production,"Eggs, other bird, in shell",1984,tonnes,3886,ha,121157.5124,1984,1000 US$,227,tonnes,20,tonnes,831,1000 US$,7805,56422072,°C,8.57,
Production,"Eggs, other bird, in shell",1985,tonnes,4066,ha,121157.5124,1985,1000 US$,321,tonnes,32,tonnes,1578,1000 US$,9808,56550268,°C,7.78,
Production,"Eggs, other bird, in shell",1986,tonnes,4399,ha,121157.5124,1986,1000 US$,241,tonnes,8,tonnes,1125,1000 US$,8990,56681396,°C,7.67,
Production,"Eggs, other bird, in shell",1987,tonnes,4500,ha,121157.5124,1987,1000 US$,278,tonnes,11,tonnes,822,1000 US$,10255,56802050,°C,7.99,
Production,"Eggs, other bird, in shell",1988,tonnes,4480,ha,121157.5124,1988,1000 US$,49,tonnes,8,tonnes,801,1000 US$,13362,56928327,°C,8.73,
Production,"Eggs, other bird, in shell",1989,tonnes,5976,ha,121157.5124,1989,1000 US$,341,tonnes,50,tonnes,873,1000 US$,14258,57076711,°C,9.23,
Production,"Eggs, other bird, in shell",1990,tonnes,5972,ha,121157.5124,1990,1000 US$,99,tonnes,13,tonnes,860,1000 US$,11265,57247586,°C,9.38,
Production,"Eggs, other bird, in shell",1991,tonnes,5461,ha,121157.5124,1991,1000 US$,78,tonnes,11,tonnes,918,1000 US$,13669,57424897,°C,8.54,
Production,"Eggs, other bird, in shell",1992,tonnes,5919,ha,121157.5124,1992,1000 US$,73,tonnes,8,tonnes,1094,1000 US$,10077,57580402,°C,8.69,
Production,"Eggs, other bird, in shell",1993,tonnes,6752,ha,121157.5124,1993,1000 US$,528,tonnes,84,tonnes,744,1000 US$,11431,57718614,°C,8.33,
Production,"Eggs, other bird, in shell",1994,tonnes,6784,ha,121157.5124,1994,1000 US$,513,tonnes,78,tonnes,745,1000 US$,12567,57865745,°C,8.89,
Production,"Eggs, other bird, in shell",1995,tonnes,8000,ha,121157.5124,1995,1000 US$,680,tonnes,84,tonnes,711,1000 US$,10988,58019030,°C,9.17,
Production,"Eggs, other bird, in shell",1996,tonnes,9000,ha,121157.5124,1996,1000 US$,486,tonnes,66,tonnes,1050,1000 US$,10923,58166950,°C,8.18,
Production,"Eggs, other bird, in shell",1997,tonnes,9000,ha,121157.5124,1997,1000 US$,812,tonnes,73,tonnes,604,1000 US$,10227,58316954,°C,9.41,
Production,"Eggs, other bird, in shell",1998,tonnes,16052,ha,121157.5124,1998,1000 US$,244,tonnes,41,tonnes,669,1000 US$,12338,58487141,°C,9.16,
Production,"Eggs, other bird, in shell",1999,tonnes,15263,ha,121157.5124,1999,1000 US$,3277,tonnes,869,tonnes,483,1000 US$,11767,58682466,°C,9.37,
Production,"Eggs, other bird, in shell",2000,tonnes,15300,ha,121157.5124,2000,1000 US$,4743,tonnes,3633,tonnes,661,1000 US$,9089,58892514,°C,9.1,
Production,"Eggs, other bird, in shell",2001,tonnes,17189,ha,121157.5124,2001,1000 US$,3767,tonnes,2735,tonnes,953,1000 US$,11252,59119673,°C,8.8,
Production,"Eggs, other bird, in shell",2002,tonnes,17935,ha,121157.5124,2002,1000 US$,3914,tonnes,2430,tonnes,747,1000 US$,9676,59370479,°C,9.44,
Production,"Eggs, other bird, in shell",2003,tonnes,18110,ha,121157.5124,2003,1000 US$,7973,tonnes,4708,tonnes,756,1000 US$,10409,59647577,°C,9.47,
Production,"Eggs, other bird, in shell",2004,tonnes,16325,ha,121157.5124,2004,1000 US$,8986,tonnes,4095,tonnes,519,1000 US$,9438,59987905,°C,9.44,
Production,"Eggs, other bird, in shell",2005,tonnes,16000,ha,121157.5124,2005,1000 US$,8219,tonnes,3255,tonnes,564,1000 US$,9954,60401206,°C,9.42,
Production,"Eggs, other bird, in shell",2006,tonnes,16648,ha,121157.5124,2006,1000 US$,9433,tonnes,6104,tonnes,677,1000 US$,6766,60846820,°C,9.7,
Production,"Eggs, other bird, in shell",2007,tonnes,13926,ha,121157.5124,2007,1000 US$,6554,tonnes,1454,tonnes,1655,1000 US$,7076,61322463,°C,9.56,
Production,"Eggs, other bird, in shell",2008,tonnes,13378,ha,121157.5124,2008,1000 US$,7007,tonnes,1880,tonnes,829,1000 US$,5171,61806995,°C,9.02,
Production,"Eggs, other bird, in shell",2009,tonnes,13000,ha,121157.5124,2009,1000 US$,4638,tonnes,587,tonnes,1415,1000 US$,8199,62276270,°C,9.14,
Production,"Eggs, other bird, in shell",2010,tonnes,13000,ha,121157.5124,2010,1000 US$,6546,tonnes,1069,tonnes,1614,1000 US$,9908,62766365,°C,7.94,
Production,"Eggs, other bird, in shell",2011,tonnes,16000,ha,121157.5124,2011,1000 US$,9137,tonnes,1468,tonnes,992,1000 US$,8364,63258810,°C,9.61,
Production,"Eggs, other bird, in shell",2012,tonnes,15000,ha,121157.5124,2012,1000 US$,29102,tonnes,5974,tonnes,566,1000 US$,21102,63700215,°C,8.74,
Production,"Eggs, other bird, in shell",2013,tonnes,14000,ha,121157.5124,2013,1000 US$,16720,tonnes,2944,tonnes,199,1000 US$,12869,64128273,°C,8.74,
Production,"Eggs, other bird, in shell",2014,tonnes,15000,ha,121157.5124,2014,1000 US$,14573,tonnes,2946,tonnes,153,1000 US$,5050,64602298,°C,9.88,
Production,"Eggs, other bird, in shell",2015,tonnes,14000,ha,121157.5124,2015,1000 US$,13206,tonnes,2529,tonnes,170,1000 US$,6673,65116219,°C,9.18,
Production,"Eggs, other bird, in shell",2016,tonnes,14000,ha,121157.5124,2016,1000 US$,8191,tonnes,1592,tonnes,735,1000 US$,5612,65611593,°C,9.29,
Production,"Eggs, other bird, in shell",2017,tonnes,14000,ha,121157.5124,2017,1000 US$,6015,tonnes,1347,tonnes,1398,1000 US$,7809,66058859,°C,9.53,
Production,"Eggs, other bird, in shell",2018,tonnes,14000,ha,121157.5124,2018,1000 US$,6159,tonnes,708,tonnes,777,1000 US$,6360,66460344,°C,9.45,
Production,"Eggs, other bird, in shell",2019,tonnes,14000,ha,121157.5124,2019,1000 US$,5598,tonnes,2618,tonnes,1431,1000 US$,7762,66836327,°C,9.39,
Production,"Eggs, other bird, in shell",2020,tonnes,11000,ha,121157.5124,2020,1000 US$,7478,tonnes,1884,tonnes,962,1000 US$,8377,67215293,°C,9.62,
Production,"Eggs, other bird, in shell",1991,tonnes,70021,ha,121157.5124,1991,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57424897,°C,8.54,
Production,"Eggs, other bird, in shell",1992,tonnes,75884,ha,121157.5124,1992,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57580402,°C,8.69,
Production,"Eggs, other bird, in shell",1993,tonnes,86567,ha,121157.5124,1993,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57718614,°C,8.33,
Production,"Eggs, other bird, in shell",1994,tonnes,86400,ha,121157.5124,1994,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57865745,°C,8.89,
Production,"Eggs, other bird, in shell",1995,tonnes,102500,ha,121157.5124,1995,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58019030,°C,9.17,
Production,"Eggs, other bird, in shell",1996,tonnes,115000,ha,121157.5124,1996,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58166950,°C,8.18,
Production,"Eggs, other bird, in shell",1997,tonnes,115000,ha,121157.5124,1997,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58316954,°C,9.41,
Production,"Eggs, other bird, in shell",1998,tonnes,205000,ha,121157.5124,1998,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58487141,°C,9.16,
Production,"Eggs, other bird, in shell",1999,tonnes,195600,ha,121157.5124,1999,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58682466,°C,9.37,
Production,"Eggs, other bird, in shell",2000,tonnes,195600,ha,121157.5124,2000,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58892514,°C,9.1,
Production,"Eggs, other bird, in shell",2001,tonnes,195600,ha,121157.5124,2001,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59119673,°C,8.8,
Production,"Eggs, other bird, in shell",2002,tonnes,263750,ha,121157.5124,2002,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59370479,°C,9.44,
Production,"Eggs, other bird, in shell",2003,tonnes,266300,ha,121157.5124,2003,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59647577,°C,9.47,
Production,"Eggs, other bird, in shell",2004,tonnes,240000,ha,121157.5124,2004,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59987905,°C,9.44,
Production,"Eggs, other bird, in shell",2005,tonnes,235000,ha,121157.5124,2005,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,60401206,°C,9.42,
Production,"Eggs, other bird, in shell",2006,tonnes,250000,ha,121157.5124,2006,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,60846820,°C,9.7,
Production,"Eggs, other bird, in shell",2007,tonnes,207000,ha,121157.5124,2007,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,61322463,°C,9.56,
Production,"Eggs, other bird, in shell",2008,tonnes,196000,ha,121157.5124,2008,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,61806995,°C,9.02,
Production,"Eggs, other bird, in shell",2009,tonnes,220000,ha,121157.5124,2009,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,62276270,°C,9.14,
Production,"Eggs, other bird, in shell",2010,tonnes,224000,ha,121157.5124,2010,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,62766365,°C,7.94,
Production,"Eggs, other bird, in shell",2011,tonnes,269000,ha,121157.5124,2011,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,63258810,°C,9.61,
Production,"Eggs, other bird, in shell",2012,tonnes,254200,ha,121157.5124,2012,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,63700215,°C,8.74,
Production,"Eggs, other bird, in shell",2013,tonnes,237300,ha,121157.5124,2013,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,64128273,°C,8.74,
Production,"Eggs, other bird, in shell",2014,tonnes,254200,ha,121157.5124,2014,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,64602298,°C,9.88,
Production,"Eggs, other bird, in shell",2015,tonnes,237300,ha,121157.5124,2015,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,65116219,°C,9.18,
Production,"Eggs, other bird, in shell",2016,tonnes,237300,ha,121157.5124,2016,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,65611593,°C,9.29,
Production,"Eggs, other bird, in shell",2017,tonnes,237300,ha,121157.5124,2017,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,66058859,°C,9.53,
Production,"Eggs, other bird, in shell",2018,tonnes,237400,ha,121157.5124,2018,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,66460344,°C,9.45,
Production,"Eggs, other bird, in shell",2019,tonnes,237400,ha,121157.5124,2019,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,66836327,°C,9.39,
Production,"Eggs, other bird, in shell",2020,tonnes,186500,ha,121157.5124,2020,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,67215293,°C,9.62,
Production,"Fat, cattle",1991,tonnes,86852,ha,121157.5124,1991,1000 US$,10485,tonnes,31350,tonnes,5933,1000 US$,1649,57424897,°C,8.54,
Production,"Fat, cattle",1992,tonnes,82885,ha,121157.5124,1992,1000 US$,14498,tonnes,37685,tonnes,6913,1000 US$,325,57580402,°C,8.69,
Production,"Fat, cattle",1993,tonnes,75644,ha,121157.5124,1993,1000 US$,20682,tonnes,47274,tonnes,5332,1000 US$,46044.75774,57718614,°C,8.33,
Production,"Fat, cattle",1994,tonnes,80670,ha,121157.5124,1994,1000 US$,22361,tonnes,43992,tonnes,3195,1000 US$,46044.75774,57865745,°C,8.89,
Production,"Fat, cattle",1995,tonnes,85356,ha,121157.5124,1995,1000 US$,25297,tonnes,50320,tonnes,2325,1000 US$,46044.75774,58019030,°C,9.17,
Production,"Fat, cattle",1996,tonnes,60481,ha,121157.5124,1996,1000 US$,33601,tonnes,53178,tonnes,2563,1000 US$,46044.75774,58166950,°C,8.18,
Production,"Fat, cattle",1997,tonnes,58607,ha,121157.5124,1997,1000 US$,32013,tonnes,43237,tonnes,3576,1000 US$,46044.75774,58316954,°C,9.41,
Production,"Fat, cattle",1998,tonnes,59544,ha,121157.5124,1998,1000 US$,32946,tonnes,62674,tonnes,4575,1000 US$,46044.75774,58487141,°C,9.16,
Production,"Fat, cattle",1999,tonnes,57841,ha,121157.5124,1999,1000 US$,22814,tonnes,36483,tonnes,655,1000 US$,46044.75774,58682466,°C,9.37,
Production,"Fat, cattle",2000,tonnes,60056,ha,121157.5124,2000,1000 US$,17592,tonnes,39627,tonnes,62965.22937,1000 US$,46044.75774,58892514,°C,9.1,
Production,"Fat, cattle",2001,tonnes,54944,ha,121157.5124,2001,1000 US$,17948,tonnes,38186,tonnes,62965.22937,1000 US$,46044.75774,59119673,°C,8.8,
Production,"Fat, cattle",2002,tonnes,59119,ha,121157.5124,2002,1000 US$,15047,tonnes,32163,tonnes,62965.22937,1000 US$,46044.75774,59370479,°C,9.44,
Production,"Fat, cattle",2003,tonnes,59544,ha,121157.5124,2003,1000 US$,16039,tonnes,41658,tonnes,62965.22937,1000 US$,46044.75774,59647577,°C,9.47,
Production,"Fat, cattle",2004,tonnes,61248,ha,121157.5124,2004,1000 US$,26571,tonnes,44780,tonnes,62965.22937,1000 US$,46044.75774,59987905,°C,9.44,
Production,"Fat, cattle",2005,tonnes,64911,ha,121157.5124,2005,1000 US$,20666,tonnes,34512,tonnes,62965.22937,1000 US$,46044.75774,60401206,°C,9.42,
Production,"Fat, cattle",2006,tonnes,72176,ha,121157.5124,2006,1000 US$,21318,tonnes,30812,tonnes,62965.22937,1000 US$,46044.75774,60846820,°C,9.7,
Production,"Fat, cattle",2007,tonnes,75133,ha,121157.5124,2007,1000 US$,28711,tonnes,36463,tonnes,62965.22937,1000 US$,46044.75774,61322463,°C,9.56,
Production,"Fat, cattle",2008,tonnes,73430,ha,121157.5124,2008,1000 US$,30583,tonnes,29521,tonnes,62965.22937,1000 US$,46044.75774,61806995,°C,9.02,
Production,"Fat, cattle",2009,tonnes,70959,ha,121157.5124,2009,1000 US$,20934,tonnes,22829,tonnes,62965.22937,1000 US$,46044.75774,62276270,°C,9.14,
Production,"Fat, cattle",2010,tonnes,77348,ha,121157.5124,2010,1000 US$,18220,tonnes,22057,tonnes,62965.22937,1000 US$,46044.75774,62766365,°C,7.94,
Production,"Fat, cattle",2011,tonnes,79733,ha,121157.5124,2011,1000 US$,28616,tonnes,32382,tonnes,62965.22937,1000 US$,46044.75774,63258810,°C,9.61,
Production,"Fat, cattle",2012,tonnes,75389,ha,121157.5124,2012,1000 US$,28316,tonnes,27470,tonnes,62965.22937,1000 US$,6036,63700215,°C,8.74,
Production,"Fat, cattle",2013,tonnes,72152,ha,121157.5124,2013,1000 US$,8960,tonnes,5427,tonnes,62965.22937,1000 US$,1990,64128273,°C,8.74,
Production,"Fat, cattle",2014,tonnes,74707,ha,121157.5124,2014,1000 US$,5329,tonnes,2837,tonnes,62965.22937,1000 US$,3952,64602298,°C,9.88,
Production,"Fat, cattle",2015,tonnes,75389,ha,121157.5124,2015,1000 US$,1464,tonnes,1147,tonnes,62965.22937,1000 US$,1894,65116219,°C,9.18,
Production,"Fat, cattle",2016,tonnes,77944,ha,121157.5124,2016,1000 US$,1502,tonnes,1564,tonnes,62965.22937,1000 US$,2402,65611593,°C,9.29,
Production,"Fat, cattle",2017,tonnes,77093,ha,121157.5124,2017,1000 US$,857,tonnes,819,tonnes,62965.22937,1000 US$,2867,66058859,°C,9.53,
Production,"Fat, cattle",2018,tonnes,78541,ha,121157.5124,2018,1000 US$,1179,tonnes,613,tonnes,62965.22937,1000 US$,3370,66460344,°C,9.45,
Production,"Fat, cattle",2019,tonnes,77859,ha,121157.5124,2019,1000 US$,724,tonnes,639,tonnes,6041,1000 US$,3458,66836327,°C,9.39,
